"session","created","modified","ended","expired","time13","yearOfBirth","gender","hispanic","ethnicity","people","employment_status","income","education","housing","own_rent","electric_bill","political_views","party","time14","feedback","time15","completionCode"
"I7wWCR_i8S9kNyruGLXFSyfT_LVHKJ-wCCo1xTxBVWf7jGNAdIULPr2AB1aeAaPM","2024-07-09 06:50:09","2024-07-09 06:58:58","2024-07-09 06:58:59","","2024-07-09 06:50:09","1988","Female","No","White","1","Employed, working 40 or more hours per week.","$30,000 to less than $40,000","College graduate/bachelor's degree/B.A./B.S.","Single family house not attached to any other house","2","$0 - $100","4","democratic","2024-07-09 06:51:14","Crash test safety ratings are more important to me than make/model for any car.

I think electric/hybrid cars are unpopular in my region for 3 big reasons: liberal association, patchy charging infrastructure, and concerns about hurricanes (prolonged power outages, trying to evacuate, etc).","2024-07-09 06:58:54","928063"
"oZB5yr8EaaA-XAS-oT0zDNkvauKLY0PpUzbKHO1c_pH9a59U6-tM4bmVAKU3_4-5","2024-07-10 03:51:49","2024-07-10 03:53:44","2024-07-10 03:53:44","","2024-07-10 03:51:49","1981","Male","Yes","Black or African American","4","Employed, working 40 or more hours per week.","$175,000 to less than $200,000","Some college - two years or more/A.A. degree","Single family house attached to one or more houses (townhouse, rowhome, condo, duplex, triplex, etc.)","2","$100 - $200","2","prefer_not_say","2024-07-10 03:53:25","","2024-07-10 03:53:37","316346"
"lgZsY8wR1Y0Hc9_Tt5_MC487ffLfAC1MC_80MFt7LtTA3kBRnhecZk6xto9NQEjs","2024-07-10 04:19:08","2024-07-10 04:20:47","2024-07-10 04:20:47","","2024-07-10 04:19:08","1966","Male","No","White","2","Employed, working 40 or more hours per week.","$200,000 to less than $250,000","Technical or trade school","Single family house not attached to any other house","1","$100 - $200","3","democratic","2024-07-10 04:20:33","","2024-07-10 04:20:37","555622"
"kty2J-4MR_tflnWopx80dU8K0OqgWcDFCJKjolccckLLLOsjYfwZTc0AOXSRxu92","2024-07-10 04:28:59","2024-07-10 04:31:25","2024-07-10 04:31:26","","2024-07-10 04:28:59","1932","Male","No","White","1","Retired.","$60,000 to less than $75,000","Master's degree","Single family house not attached to any other house","1","$100 - $200","3","independent","2024-07-10 04:31:05","","2024-07-10 04:31:15","296178"
"rLvBiQJaJZpRfHIuGjRUB-r9v9pSVeNsLyNecMo1fcXEP76OwaNdWAiHskfKMiLm","2024-07-10 20:40:56","2024-07-10 20:42:10","2024-07-10 20:42:11","","2024-07-10 20:40:57","1988","Female","No","White","4","Employed, working 40 or more hours per week.","$100,000 to less than $125,000","College graduate/bachelor's degree/B.A./B.S.","Single family house not attached to any other house","1","$100 - $200","3","republican","2024-07-10 20:42:03","","2024-07-10 20:42:06","849914"
"yFrAnIWv2geXeeps3qXP_tw-KnnWsxmnAM17tZnwvVybmTetGHa3WMr8vtGPjEX1","2024-07-10 23:21:44","2024-07-10 23:23:11","2024-07-10 23:23:11","","2024-07-10 23:21:44","1983","Male","No","White","3","Employed, working 40 or more hours per week.","$50,000 to less than $60,000","Some college - but less than two years of college","Single family house not attached to any other house","2","$100 - $200","7","democratic","2024-07-10 23:22:42","Domestic vehicles suck","2024-07-10 23:23:02","794337"
"nBJAi8ZAGqEP5Ef879Yvn6DDNXDP56_LjRCD_vtUpCAP9LuoDHQddX5Fq3li0lJF","2024-07-11 00:42:48","2024-07-11 00:45:58","2024-07-11 00:45:59","","2024-07-11 00:42:50","1981","Male","Yes","White","4","Employed, working 40 or more hours per week.","$75,000 to less than $100,000","College graduate/bachelor's degree/B.A./B.S.","Building with 5-19 apartments/condos/studios","1","$100 - $200","2","republican","2024-07-11 00:44:03","Current housing of MFH condo will NOT make a pure EV feasible. 40+ year old property that there is no realistic way to setup chargers at home location. ","2024-07-11 00:45:46","550382"
"FtlX-uuVJxDD2Udcfkw5l07YFA5WyYL2eC-4HFhxLhtH9kJaxicj29VcGRvjP2Jo","2024-07-11 08:55:56","2024-07-11 08:57:30","2024-07-11 08:57:30","","2024-07-11 08:55:56","1960","Male","No","White","2","Retired.","$15,000 to less than $30,000","College graduate/bachelor's degree/B.A./B.S.","Single family house not attached to any other house","2","$100 - $200","5","democratic","2024-07-11 08:57:19","","2024-07-11 08:57:25","808101"
"iTZHJfs5EEy0bE6wRhdS8h82HiGgUuRnjxAuM-e3i5ZOpuxcF43jSIX7giAnzOaQ","2024-07-11 13:39:34","2024-07-11 13:41:06","2024-07-11 13:41:06","","2024-07-11 13:39:35","1967","Female","No","White","2","Employed, working 40 or more hours per week.","$200,000 to less than $250,000","High school degree or equivalent (e.g. GED)","Single family house not attached to any other house","1","$0 - $100","2","republican","2024-07-11 13:40:56","","2024-07-11 13:41:01","491055"
"PgDS06fPejxRRhRm9XJxGoUTnkrbeIWkl5Uj9nMe2L7TfvsuPvdzsE9kLilxeGmj","2024-07-11 19:36:54","2024-07-11 19:38:18","2024-07-11 19:38:18","","2024-07-11 19:36:54","1974","Male","No","Asian","4","Employed, working 40 or more hours per week.","$125,000 to less than $150,000","Master's degree","Single family house not attached to any other house","1","$100 - $200","2","independent","2024-07-11 19:38:05","","2024-07-11 19:38:09","978431"
"ZjqG_TBEZUbIjjpmMqGsyPesznIrXkYlWwBHoj8-AqHUxQtPxWltm3hJFqHp9iHw","2024-07-11 20:51:03","2024-07-11 20:54:47","2024-07-11 20:54:47","","2024-07-11 20:51:03","1973","Male","No","American Indian or Alaskan Native","2","Employed, working 40 or more hours per week.","$50,000 to less than $60,000","Some college - but less than two years of college","Single family house not attached to any other house","2","$0 - $100","7","independent","2024-07-11 20:52:29","You should change the “Name an electric car?” question. My computer keeps wanting to change MY name to Tesla in my settings when I answer that question for you. Now I have to change my settings, not pleasant.","2024-07-11 20:54:41","810682"
"f8GJyf5Qr43bWVjn_a9sJuC0bp1ljLPdmB5DMofPo-iPmgAxLDzbmwkx_Fy0I898","2024-07-11 22:54:51","2024-07-11 22:57:11","2024-07-11 22:57:11","","2024-07-11 22:54:51","1964","Male","No","White","1","Employed, working 40 or more hours per week.","$75,000 to less than $100,000","Some college - but less than two years of college","Single family house not attached to any other house","1","$100 - $200","2","independent","2024-07-11 22:56:43","","2024-07-11 22:56:49","594470"
