respID,qID,altID,attID,attribute
1634,6,1,3,Number of previous owners
1634,6,2,14,Vehicle seating capacity
1634,6,3,7,Vehicle warranty
1634,6,4,8,Return window
1634,6,5,15,Vehicle age
1636,1,1,5,Where was the vehicle previously used?
1636,1,2,14,Vehicle seating capacity
1636,1,3,17,Cargo space
1636,1,4,8,Return window
1636,1,5,11,Test-driving the vehicle
1636,2,1,15,Vehicle age
1636,2,2,1,Certified Pre-Owned (CPO) vehicle
1636,2,3,7,Vehicle warranty
1636,2,4,12,Mileage on the vehicle
1636,2,5,16,Interior/exterior condition
1636,3,1,13,Purchase price
1636,3,2,10,Pre-purchase independent inspection
1636,3,3,4,Vehicle history report available
1636,3,4,2,Brand/Make
1636,3,5,3,Number of previous owners
1636,4,1,9,Pre-approved loan for the vehicle
1636,4,2,6,Vehicle fuel efficiency
1636,4,3,3,Number of previous owners
1636,4,4,16,Interior/exterior condition
1636,4,5,15,Vehicle age
1636,5,1,1,Certified Pre-Owned (CPO) vehicle
1636,5,2,8,Return window
1636,5,3,13,Purchase price
1636,5,4,4,Vehicle history report available
1636,5,5,6,Vehicle fuel efficiency
1636,6,1,2,Brand/Make
1636,6,2,9,Pre-approved loan for the vehicle
1636,6,3,17,Cargo space
1636,6,4,12,Mileage on the vehicle
1636,6,5,5,Where was the vehicle previously used?
1637,1,1,2,Brand/Make
1637,1,2,17,Cargo space
1637,1,3,14,Vehicle seating capacity
1637,1,4,7,Vehicle warranty
1637,1,5,8,Return window
1637,2,1,3,Number of previous owners
1637,2,2,4,Vehicle history report available
1637,2,3,16,Interior/exterior condition
1637,2,4,5,Where was the vehicle previously used?
1637,2,5,15,Vehicle age
1637,3,1,6,Vehicle fuel efficiency
1637,3,2,12,Mileage on the vehicle
1637,3,3,10,Pre-purchase independent inspection
1637,3,4,13,Purchase price
1637,3,5,9,Pre-approved loan for the vehicle
1637,4,1,11,Test-driving the vehicle
1637,4,2,1,Certified Pre-Owned (CPO) vehicle
1637,4,3,2,Brand/Make
1637,4,4,12,Mileage on the vehicle
1637,4,5,10,Pre-purchase independent inspection
1637,5,1,5,Where was the vehicle previously used?
1637,5,2,4,Vehicle history report available
1637,5,3,3,Number of previous owners
1637,5,4,11,Test-driving the vehicle
1637,5,5,15,Vehicle age
1637,6,1,16,Interior/exterior condition
1637,6,2,1,Certified Pre-Owned (CPO) vehicle
1637,6,3,14,Vehicle seating capacity
1637,6,4,17,Cargo space
1637,6,5,13,Purchase price
1638,1,1,2,Brand/Make
1638,1,2,17,Cargo space
1638,1,3,16,Interior/exterior condition
1638,1,4,14,Vehicle seating capacity
1638,1,5,7,Vehicle warranty
1638,2,1,6,Vehicle fuel efficiency
1638,2,2,5,Where was the vehicle previously used?
1638,2,3,13,Purchase price
1638,2,4,9,Pre-approved loan for the vehicle
1638,2,5,4,Vehicle history report available
1638,3,1,1,Certified Pre-Owned (CPO) vehicle
1638,3,2,11,Test-driving the vehicle
1638,3,3,12,Mileage on the vehicle
1638,3,4,8,Return window
1638,3,5,3,Number of previous owners
1638,4,1,10,Pre-purchase independent inspection
1638,4,2,15,Vehicle age
1638,4,3,8,Return window
1638,4,4,1,Certified Pre-Owned (CPO) vehicle
1638,4,5,4,Vehicle history report available
1638,5,1,14,Vehicle seating capacity
1638,5,2,12,Mileage on the vehicle
1638,5,3,10,Pre-purchase independent inspection
1638,5,4,9,Pre-approved loan for the vehicle
1638,5,5,17,Cargo space
1638,6,1,2,Brand/Make
1638,6,2,15,Vehicle age
1638,6,3,16,Interior/exterior condition
1638,6,4,5,Where was the vehicle previously used?
1638,6,5,7,Vehicle warranty
1639,1,1,15,Vehicle age
1639,1,2,6,Vehicle fuel efficiency
1639,1,3,2,Brand/Make
1639,1,4,7,Vehicle warranty
1639,1,5,10,Pre-purchase independent inspection
1639,2,1,16,Interior/exterior condition
1639,2,2,3,Number of previous owners
1639,2,3,8,Return window
1639,2,4,14,Vehicle seating capacity
1639,2,5,9,Pre-approved loan for the vehicle
1639,3,1,13,Purchase price
1639,3,2,12,Mileage on the vehicle
1639,3,3,17,Cargo space
1639,3,4,1,Certified Pre-Owned (CPO) vehicle
1639,3,5,4,Vehicle history report available
1639,4,1,11,Test-driving the vehicle
1639,4,2,5,Where was the vehicle previously used?
1639,4,3,9,Pre-approved loan for the vehicle
1639,4,4,13,Purchase price
1639,4,5,2,Brand/Make
1639,5,1,7,Vehicle warranty
1639,5,2,16,Interior/exterior condition
1639,5,3,11,Test-driving the vehicle
1639,5,4,6,Vehicle fuel efficiency
1639,5,5,4,Vehicle history report available
1639,6,1,3,Number of previous owners
1639,6,2,15,Vehicle age
1639,6,3,14,Vehicle seating capacity
1639,6,4,8,Return window
1639,6,5,5,Where was the vehicle previously used?
1640,1,1,5,Where was the vehicle previously used?
1640,1,2,2,Brand/Make
1640,1,3,16,Interior/exterior condition
1640,1,4,13,Purchase price
1640,1,5,1,Certified Pre-Owned (CPO) vehicle
1640,2,1,9,Pre-approved loan for the vehicle
1640,2,2,15,Vehicle age
1640,2,3,4,Vehicle history report available
1640,2,4,12,Mileage on the vehicle
1640,2,5,3,Number of previous owners
1640,3,1,14,Vehicle seating capacity
1640,3,2,6,Vehicle fuel efficiency
1640,3,3,17,Cargo space
1640,3,4,8,Return window
1640,3,5,7,Vehicle warranty
1640,4,1,10,Pre-purchase independent inspection
1640,4,2,11,Test-driving the vehicle
1640,4,3,15,Vehicle age
1640,4,4,2,Brand/Make
1640,4,5,6,Vehicle fuel efficiency
1640,5,1,4,Vehicle history report available
1640,5,2,1,Certified Pre-Owned (CPO) vehicle
1640,5,3,3,Number of previous owners
1640,5,4,16,Interior/exterior condition
1640,5,5,7,Vehicle warranty
1640,6,1,10,Pre-purchase independent inspection
1640,6,2,14,Vehicle seating capacity
1640,6,3,12,Mileage on the vehicle
1640,6,4,17,Cargo space
1640,6,5,8,Return window
1641,1,1,1,Certified Pre-Owned (CPO) vehicle
1641,1,2,3,Number of previous owners
1641,1,3,16,Interior/exterior condition
1641,1,4,11,Test-driving the vehicle
1641,1,5,2,Brand/Make
1641,2,1,13,Purchase price
1641,2,2,14,Vehicle seating capacity
1641,2,3,17,Cargo space
1641,2,4,15,Vehicle age
1641,2,5,10,Pre-purchase independent inspection
1641,3,1,8,Return window
1641,3,2,12,Mileage on the vehicle
1641,3,3,5,Where was the vehicle previously used?
1641,3,4,6,Vehicle fuel efficiency
1641,3,5,9,Pre-approved loan for the vehicle
1641,4,1,4,Vehicle history report available
1641,4,2,7,Vehicle warranty
1641,4,3,16,Interior/exterior condition
1641,4,4,5,Where was the vehicle previously used?
1641,4,5,10,Pre-purchase independent inspection
1641,5,1,14,Vehicle seating capacity
1641,5,2,2,Brand/Make
1641,5,3,9,Pre-approved loan for the vehicle
1641,5,4,4,Vehicle history report available
1641,5,5,13,Purchase price
1641,6,1,3,Number of previous owners
1641,6,2,12,Mileage on the vehicle
1641,6,3,15,Vehicle age
1641,6,4,1,Certified Pre-Owned (CPO) vehicle
1641,6,5,6,Vehicle fuel efficiency
1642,1,1,17,Cargo space
1642,1,2,1,Certified Pre-Owned (CPO) vehicle
1642,1,3,15,Vehicle age
1642,1,4,9,Pre-approved loan for the vehicle
1642,1,5,4,Vehicle history report available
1642,2,1,13,Purchase price
1642,2,2,8,Return window
1642,2,3,6,Vehicle fuel efficiency
1642,2,4,2,Brand/Make
1642,2,5,5,Where was the vehicle previously used?
1642,3,1,11,Test-driving the vehicle
1642,3,2,10,Pre-purchase independent inspection
1642,3,3,16,Interior/exterior condition
1642,3,4,14,Vehicle seating capacity
1642,3,5,7,Vehicle warranty
1642,4,1,3,Number of previous owners
1642,4,2,12,Mileage on the vehicle
1642,4,3,17,Cargo space
1642,4,4,16,Interior/exterior condition
1642,4,5,7,Vehicle warranty
1642,5,1,3,Number of previous owners
1642,5,2,15,Vehicle age
1642,5,3,14,Vehicle seating capacity
1642,5,4,1,Certified Pre-Owned (CPO) vehicle
1642,5,5,11,Test-driving the vehicle
1642,6,1,8,Return window
1642,6,2,13,Purchase price
1642,6,3,10,Pre-purchase independent inspection
1642,6,4,9,Pre-approved loan for the vehicle
1642,6,5,5,Where was the vehicle previously used?
1644,1,1,7,Vehicle warranty
1644,1,2,3,Number of previous owners
1644,1,3,9,Pre-approved loan for the vehicle
1644,1,4,1,Certified Pre-Owned (CPO) vehicle
1644,1,5,15,Vehicle age
1644,2,1,2,Brand/Make
1644,2,2,5,Where was the vehicle previously used?
1644,2,3,12,Mileage on the vehicle
1644,2,4,10,Pre-purchase independent inspection
1644,2,5,13,Purchase price
1644,3,1,6,Vehicle fuel efficiency
1644,3,2,16,Interior/exterior condition
1644,3,3,14,Vehicle seating capacity
1644,3,4,11,Test-driving the vehicle
1644,3,5,17,Cargo space
1644,4,1,4,Vehicle history report available
1644,4,2,8,Return window
1644,4,3,15,Vehicle age
1644,4,4,16,Interior/exterior condition
1644,4,5,9,Pre-approved loan for the vehicle
1644,5,1,1,Certified Pre-Owned (CPO) vehicle
1644,5,2,14,Vehicle seating capacity
1644,5,3,17,Cargo space
1644,5,4,5,Where was the vehicle previously used?
1644,5,5,7,Vehicle warranty
1644,6,1,10,Pre-purchase independent inspection
1644,6,2,2,Brand/Make
1644,6,3,11,Test-driving the vehicle
1644,6,4,12,Mileage on the vehicle
1644,6,5,4,Vehicle history report available
1646,1,1,3,Number of previous owners
1646,1,2,2,Brand/Make
1646,1,3,15,Vehicle age
1646,1,4,5,Where was the vehicle previously used?
1646,1,5,6,Vehicle fuel efficiency
1646,2,1,14,Vehicle seating capacity
1646,2,2,8,Return window
1646,2,3,7,Vehicle warranty
1646,2,4,9,Pre-approved loan for the vehicle
1646,2,5,16,Interior/exterior condition
1646,3,1,1,Certified Pre-Owned (CPO) vehicle
1646,3,2,13,Purchase price
1646,3,3,11,Test-driving the vehicle
1646,3,4,10,Pre-purchase independent inspection
1646,3,5,12,Mileage on the vehicle
1646,4,1,4,Vehicle history report available
1646,4,2,17,Cargo space
1646,4,3,2,Brand/Make
1646,4,4,8,Return window
1646,4,5,7,Vehicle warranty
1646,5,1,10,Pre-purchase independent inspection
1646,5,2,17,Cargo space
1646,5,3,1,Certified Pre-Owned (CPO) vehicle
1646,5,4,5,Where was the vehicle previously used?
1646,5,5,9,Pre-approved loan for the vehicle
1646,6,1,13,Purchase price
1646,6,2,4,Vehicle history report available
1646,6,3,6,Vehicle fuel efficiency
1646,6,4,14,Vehicle seating capacity
1646,6,5,12,Mileage on the vehicle
1647,1,1,9,Pre-approved loan for the vehicle
1647,1,2,16,Interior/exterior condition
1647,1,3,10,Pre-purchase independent inspection
1647,1,4,3,Number of previous owners
1647,1,5,5,Where was the vehicle previously used?
1647,2,1,2,Brand/Make
1647,2,2,4,Vehicle history report available
1647,2,3,11,Test-driving the vehicle
1647,2,4,15,Vehicle age
1647,2,5,7,Vehicle warranty
1647,3,1,8,Return window
1647,3,2,14,Vehicle seating capacity
1647,3,3,6,Vehicle fuel efficiency
1647,3,4,17,Cargo space
1647,3,5,1,Certified Pre-Owned (CPO) vehicle
1647,4,1,12,Mileage on the vehicle
1647,4,2,13,Purchase price
1647,4,3,16,Interior/exterior condition
1647,4,4,9,Pre-approved loan for the vehicle
1647,4,5,10,Pre-purchase independent inspection
1647,5,1,15,Vehicle age
1647,5,2,17,Cargo space
1647,5,3,13,Purchase price
1647,5,4,14,Vehicle seating capacity
1647,5,5,7,Vehicle warranty
1647,6,1,8,Return window
1647,6,2,5,Where was the vehicle previously used?
1647,6,3,4,Vehicle history report available
1647,6,4,3,Number of previous owners
1647,6,5,6,Vehicle fuel efficiency
1649,1,1,3,Number of previous owners
1649,1,2,10,Pre-purchase independent inspection
1649,1,3,11,Test-driving the vehicle
1649,1,4,6,Vehicle fuel efficiency
1649,1,5,4,Vehicle history report available
1649,2,1,13,Purchase price
1649,2,2,9,Pre-approved loan for the vehicle
1649,2,3,15,Vehicle age
1649,2,4,17,Cargo space
1649,2,5,5,Where was the vehicle previously used?
1649,3,1,1,Certified Pre-Owned (CPO) vehicle
1649,3,2,12,Mileage on the vehicle
1649,3,3,7,Vehicle warranty
1649,3,4,16,Interior/exterior condition
1649,3,5,14,Vehicle seating capacity
1649,4,1,2,Brand/Make
1649,4,2,8,Return window
1649,4,3,1,Certified Pre-Owned (CPO) vehicle
1649,4,4,14,Vehicle seating capacity
1649,4,5,3,Number of previous owners
1649,5,1,16,Interior/exterior condition
1649,5,2,7,Vehicle warranty
1649,5,3,5,Where was the vehicle previously used?
1649,5,4,17,Cargo space
1649,5,5,4,Vehicle history report available
1649,6,1,13,Purchase price
1649,6,2,8,Return window
1649,6,3,11,Test-driving the vehicle
1649,6,4,15,Vehicle age
1649,6,5,9,Pre-approved loan for the vehicle
1650,1,1,1,Certified Pre-Owned (CPO) vehicle
1650,1,2,17,Cargo space
1650,1,3,4,Vehicle history report available
1650,1,4,16,Interior/exterior condition
1650,1,5,6,Vehicle fuel efficiency
1650,2,1,8,Return window
1650,2,2,3,Number of previous owners
1650,2,3,7,Vehicle warranty
1650,2,4,15,Vehicle age
1650,2,5,14,Vehicle seating capacity
1650,3,1,5,Where was the vehicle previously used?
1650,3,2,2,Brand/Make
1650,3,3,10,Pre-purchase independent inspection
1650,3,4,9,Pre-approved loan for the vehicle
1650,3,5,12,Mileage on the vehicle
1650,4,1,13,Purchase price
1650,4,2,11,Test-driving the vehicle
1650,4,3,5,Where was the vehicle previously used?
1650,4,4,14,Vehicle seating capacity
1650,4,5,9,Pre-approved loan for the vehicle
1650,5,1,10,Pre-purchase independent inspection
1650,5,2,8,Return window
1650,5,3,6,Vehicle fuel efficiency
1650,5,4,4,Vehicle history report available
1650,5,5,12,Mileage on the vehicle
1650,6,1,17,Cargo space
1650,6,2,3,Number of previous owners
1650,6,3,15,Vehicle age
1650,6,4,16,Interior/exterior condition
1650,6,5,13,Purchase price
1651,1,1,8,Return window
1651,1,2,14,Vehicle seating capacity
1651,1,3,16,Interior/exterior condition
1651,1,4,7,Vehicle warranty
1651,1,5,10,Pre-purchase independent inspection
1651,2,1,11,Test-driving the vehicle
1651,2,2,6,Vehicle fuel efficiency
1651,2,3,5,Where was the vehicle previously used?
1651,2,4,12,Mileage on the vehicle
1651,2,5,2,Brand/Make
1651,3,1,15,Vehicle age
1651,3,2,3,Number of previous owners
1651,3,3,13,Purchase price
1651,3,4,1,Certified Pre-Owned (CPO) vehicle
1651,3,5,9,Pre-approved loan for the vehicle
1651,4,1,4,Vehicle history report available
1651,4,2,17,Cargo space
1651,4,3,16,Interior/exterior condition
1651,4,4,11,Test-driving the vehicle
1651,4,5,5,Where was the vehicle previously used?
1651,5,1,3,Number of previous owners
1651,5,2,6,Vehicle fuel efficiency
1651,5,3,8,Return window
1651,5,4,10,Pre-purchase independent inspection
1651,5,5,1,Certified Pre-Owned (CPO) vehicle
1651,6,1,12,Mileage on the vehicle
1651,6,2,15,Vehicle age
1651,6,3,2,Brand/Make
1651,6,4,9,Pre-approved loan for the vehicle
1651,6,5,7,Vehicle warranty
1653,1,1,5,Where was the vehicle previously used?
1653,1,2,14,Vehicle seating capacity
1653,1,3,8,Return window
1653,1,4,15,Vehicle age
1653,1,5,3,Number of previous owners
1653,2,1,12,Mileage on the vehicle
1653,2,2,9,Pre-approved loan for the vehicle
1653,2,3,10,Pre-purchase independent inspection
1653,2,4,6,Vehicle fuel efficiency
1653,2,5,2,Brand/Make
1653,3,1,7,Vehicle warranty
1653,3,2,4,Vehicle history report available
1653,3,3,16,Interior/exterior condition
1653,3,4,11,Test-driving the vehicle
1653,3,5,1,Certified Pre-Owned (CPO) vehicle
1653,4,1,17,Cargo space
1653,4,2,13,Purchase price
1653,4,3,14,Vehicle seating capacity
1653,4,4,10,Pre-purchase independent inspection
1653,4,5,4,Vehicle history report available
1653,5,1,16,Interior/exterior condition
1653,5,2,9,Pre-approved loan for the vehicle
1653,5,3,1,Certified Pre-Owned (CPO) vehicle
1653,5,4,13,Purchase price
1653,5,5,15,Vehicle age
1653,6,1,17,Cargo space
1653,6,2,7,Vehicle warranty
1653,6,3,8,Return window
1653,6,4,2,Brand/Make
1653,6,5,6,Vehicle fuel efficiency
1654,1,1,12,Mileage on the vehicle
1654,1,2,6,Vehicle fuel efficiency
1654,1,3,16,Interior/exterior condition
1654,1,4,3,Number of previous owners
1654,1,5,2,Brand/Make
1654,2,1,10,Pre-purchase independent inspection
1654,2,2,15,Vehicle age
1654,2,3,11,Test-driving the vehicle
1654,2,4,4,Vehicle history report available
1654,2,5,14,Vehicle seating capacity
1654,3,1,13,Purchase price
1654,3,2,1,Certified Pre-Owned (CPO) vehicle
1654,3,3,5,Where was the vehicle previously used?
1654,3,4,7,Vehicle warranty
1654,3,5,17,Cargo space
1654,4,1,9,Pre-approved loan for the vehicle
1654,4,2,8,Return window
1654,4,3,13,Purchase price
1654,4,4,6,Vehicle fuel efficiency
1654,4,5,16,Interior/exterior condition
1654,5,1,10,Pre-purchase independent inspection
1654,5,2,11,Test-driving the vehicle
1654,5,3,2,Brand/Make
1654,5,4,14,Vehicle seating capacity
1654,5,5,17,Cargo space
1654,6,1,9,Pre-approved loan for the vehicle
1654,6,2,5,Where was the vehicle previously used?
1654,6,3,15,Vehicle age
1654,6,4,7,Vehicle warranty
1654,6,5,8,Return window
1655,1,1,8,Return window
1655,1,2,6,Vehicle fuel efficiency
1655,1,3,1,Certified Pre-Owned (CPO) vehicle
1655,1,4,4,Vehicle history report available
1655,1,5,16,Interior/exterior condition
1655,2,1,13,Purchase price
1655,2,2,5,Where was the vehicle previously used?
1655,2,3,10,Pre-purchase independent inspection
1655,2,4,7,Vehicle warranty
1655,2,5,11,Test-driving the vehicle
1655,3,1,15,Vehicle age
1655,3,2,12,Mileage on the vehicle
1655,3,3,3,Number of previous owners
1655,3,4,14,Vehicle seating capacity
1655,3,5,2,Brand/Make
1655,4,1,9,Pre-approved loan for the vehicle
1655,4,2,17,Cargo space
1655,4,3,4,Vehicle history report available
1655,4,4,11,Test-driving the vehicle
1655,4,5,16,Interior/exterior condition
1655,5,1,7,Vehicle warranty
1655,5,2,9,Pre-approved loan for the vehicle
1655,5,3,3,Number of previous owners
1655,5,4,15,Vehicle age
1655,5,5,2,Brand/Make
1655,6,1,5,Where was the vehicle previously used?
1655,6,2,12,Mileage on the vehicle
1655,6,3,8,Return window
1655,6,4,10,Pre-purchase independent inspection
1655,6,5,17,Cargo space
1656,1,1,7,Vehicle warranty
1656,1,2,6,Vehicle fuel efficiency
1656,1,3,9,Pre-approved loan for the vehicle
1656,1,4,5,Where was the vehicle previously used?
1656,1,5,12,Mileage on the vehicle
1656,2,1,8,Return window
1656,2,2,17,Cargo space
1656,2,3,3,Number of previous owners
1656,2,4,10,Pre-purchase independent inspection
1656,2,5,15,Vehicle age
1656,3,1,14,Vehicle seating capacity
1656,3,2,4,Vehicle history report available
1656,3,3,16,Interior/exterior condition
1656,3,4,11,Test-driving the vehicle
1656,3,5,13,Purchase price
1656,4,1,1,Certified Pre-Owned (CPO) vehicle
1656,4,2,2,Brand/Make
1656,4,3,6,Vehicle fuel efficiency
1656,4,4,11,Test-driving the vehicle
1656,4,5,3,Number of previous owners
1656,5,1,7,Vehicle warranty
1656,5,2,8,Return window
1656,5,3,16,Interior/exterior condition
1656,5,4,5,Where was the vehicle previously used?
1656,5,5,12,Mileage on the vehicle
1656,6,1,4,Vehicle history report available
1656,6,2,10,Pre-purchase independent inspection
1656,6,3,2,Brand/Make
1656,6,4,1,Certified Pre-Owned (CPO) vehicle
1656,6,5,14,Vehicle seating capacity
1657,1,1,15,Vehicle age
1657,1,2,11,Test-driving the vehicle
1657,1,3,16,Interior/exterior condition
1657,1,4,5,Where was the vehicle previously used?
1657,1,5,1,Certified Pre-Owned (CPO) vehicle
1657,2,1,2,Brand/Make
1657,2,2,3,Number of previous owners
1657,2,3,9,Pre-approved loan for the vehicle
1657,2,4,13,Purchase price
1657,2,5,7,Vehicle warranty
1657,3,1,6,Vehicle fuel efficiency
1657,3,2,17,Cargo space
1657,3,3,8,Return window
1657,3,4,12,Mileage on the vehicle
1657,3,5,10,Pre-purchase independent inspection
1657,4,1,4,Vehicle history report available
1657,4,2,14,Vehicle seating capacity
1657,4,3,3,Number of previous owners
1657,4,4,7,Vehicle warranty
1657,4,5,8,Return window
1657,5,1,5,Where was the vehicle previously used?
1657,5,2,15,Vehicle age
1657,5,3,14,Vehicle seating capacity
1657,5,4,13,Purchase price
1657,5,5,1,Certified Pre-Owned (CPO) vehicle
1657,6,1,17,Cargo space
1657,6,2,9,Pre-approved loan for the vehicle
1657,6,3,10,Pre-purchase independent inspection
1657,6,4,12,Mileage on the vehicle
1657,6,5,4,Vehicle history report available
1659,1,1,15,Vehicle age
1659,1,2,5,Where was the vehicle previously used?
1659,1,3,12,Mileage on the vehicle
1659,1,4,7,Vehicle warranty
1659,1,5,10,Pre-purchase independent inspection
1659,2,1,9,Pre-approved loan for the vehicle
1659,2,2,14,Vehicle seating capacity
1659,2,3,3,Number of previous owners
1659,2,4,6,Vehicle fuel efficiency
1659,2,5,11,Test-driving the vehicle
1659,3,1,2,Brand/Make
1659,3,2,16,Interior/exterior condition
1659,3,3,1,Certified Pre-Owned (CPO) vehicle
1659,3,4,13,Purchase price
1659,3,5,17,Cargo space
1659,4,1,4,Vehicle history report available
1659,4,2,8,Return window
1659,4,3,16,Interior/exterior condition
1659,4,4,10,Pre-purchase independent inspection
1659,4,5,9,Pre-approved loan for the vehicle
1659,5,1,2,Brand/Make
1659,5,2,17,Cargo space
1659,5,3,12,Mileage on the vehicle
1659,5,4,8,Return window
1659,5,5,13,Purchase price
1659,6,1,4,Vehicle history report available
1659,6,2,6,Vehicle fuel efficiency
1659,6,3,14,Vehicle seating capacity
1659,6,4,11,Test-driving the vehicle
1659,6,5,1,Certified Pre-Owned (CPO) vehicle
1660,1,1,5,Where was the vehicle previously used?
1660,1,2,14,Vehicle seating capacity
1660,1,3,9,Pre-approved loan for the vehicle
1660,1,4,2,Brand/Make
1660,1,5,3,Number of previous owners
1660,2,1,4,Vehicle history report available
1660,2,2,11,Test-driving the vehicle
1660,2,3,13,Purchase price
1660,2,4,16,Interior/exterior condition
1660,2,5,12,Mileage on the vehicle
1660,3,1,8,Return window
1660,3,2,7,Vehicle warranty
1660,3,3,6,Vehicle fuel efficiency
1660,3,4,10,Pre-purchase independent inspection
1660,3,5,15,Vehicle age
1660,4,1,17,Cargo space
1660,4,2,1,Certified Pre-Owned (CPO) vehicle
1660,4,3,7,Vehicle warranty
1660,4,4,13,Purchase price
1660,4,5,12,Mileage on the vehicle
1660,5,1,3,Number of previous owners
1660,5,2,14,Vehicle seating capacity
1660,5,3,9,Pre-approved loan for the vehicle
1660,5,4,11,Test-driving the vehicle
1660,5,5,1,Certified Pre-Owned (CPO) vehicle
1660,6,1,4,Vehicle history report available
1660,6,2,2,Brand/Make
1660,6,3,5,Where was the vehicle previously used?
1660,6,4,17,Cargo space
1660,6,5,15,Vehicle age
1663,1,1,15,Vehicle age
1663,1,2,1,Certified Pre-Owned (CPO) vehicle
1663,1,3,8,Return window
1663,1,4,13,Purchase price
1663,1,5,17,Cargo space
1663,2,1,10,Pre-purchase independent inspection
1663,2,2,14,Vehicle seating capacity
1663,2,3,11,Test-driving the vehicle
1663,2,4,12,Mileage on the vehicle
1663,2,5,9,Pre-approved loan for the vehicle
1663,3,1,6,Vehicle fuel efficiency
1663,3,2,2,Brand/Make
1663,3,3,16,Interior/exterior condition
1663,3,4,5,Where was the vehicle previously used?
1663,3,5,4,Vehicle history report available
1663,4,1,3,Number of previous owners
1663,4,2,7,Vehicle warranty
1663,4,3,6,Vehicle fuel efficiency
1663,4,4,11,Test-driving the vehicle
1663,4,5,13,Purchase price
1663,5,1,17,Cargo space
1663,5,2,10,Pre-purchase independent inspection
1663,5,3,4,Vehicle history report available
1663,5,4,3,Number of previous owners
1663,5,5,7,Vehicle warranty
1663,6,1,2,Brand/Make
1663,6,2,16,Interior/exterior condition
1663,6,3,14,Vehicle seating capacity
1663,6,4,8,Return window
1663,6,5,15,Vehicle age
1664,1,1,10,Pre-purchase independent inspection
1664,1,2,14,Vehicle seating capacity
1664,1,3,16,Interior/exterior condition
1664,1,4,12,Mileage on the vehicle
1664,1,5,1,Certified Pre-Owned (CPO) vehicle
1664,2,1,17,Cargo space
1664,2,2,9,Pre-approved loan for the vehicle
1664,2,3,8,Return window
1664,2,4,3,Number of previous owners
1664,2,5,7,Vehicle warranty
1664,3,1,5,Where was the vehicle previously used?
1664,3,2,13,Purchase price
1664,3,3,2,Brand/Make
1664,3,4,11,Test-driving the vehicle
1664,3,5,15,Vehicle age
1664,4,1,4,Vehicle history report available
1664,4,2,6,Vehicle fuel efficiency
1664,4,3,15,Vehicle age
1664,4,4,14,Vehicle seating capacity
1664,4,5,10,Pre-purchase independent inspection
1664,5,1,16,Interior/exterior condition
1664,5,2,6,Vehicle fuel efficiency
1664,5,3,12,Mileage on the vehicle
1664,5,4,13,Purchase price
1664,5,5,9,Pre-approved loan for the vehicle
1664,6,1,8,Return window
1664,6,2,5,Where was the vehicle previously used?
1664,6,3,7,Vehicle warranty
1664,6,4,2,Brand/Make
1664,6,5,4,Vehicle history report available
1667,1,1,4,Vehicle history report available
1667,1,2,14,Vehicle seating capacity
1667,1,3,13,Purchase price
1667,1,4,5,Where was the vehicle previously used?
1667,1,5,16,Interior/exterior condition
1667,2,1,12,Mileage on the vehicle
1667,2,2,11,Test-driving the vehicle
1667,2,3,17,Cargo space
1667,2,4,10,Pre-purchase independent inspection
1667,2,5,1,Certified Pre-Owned (CPO) vehicle
1667,3,1,8,Return window
1667,3,2,7,Vehicle warranty
1667,3,3,6,Vehicle fuel efficiency
1667,3,4,2,Brand/Make
1667,3,5,9,Pre-approved loan for the vehicle
1667,4,1,3,Number of previous owners
1667,4,2,15,Vehicle age
1667,4,3,7,Vehicle warranty
1667,4,4,1,Certified Pre-Owned (CPO) vehicle
1667,4,5,17,Cargo space
1667,5,1,3,Number of previous owners
1667,5,2,12,Mileage on the vehicle
1667,5,3,8,Return window
1667,5,4,16,Interior/exterior condition
1667,5,5,5,Where was the vehicle previously used?
1667,6,1,10,Pre-purchase independent inspection
1667,6,2,14,Vehicle seating capacity
1667,6,3,11,Test-driving the vehicle
1667,6,4,9,Pre-approved loan for the vehicle
1667,6,5,4,Vehicle history report available
1669,1,1,12,Mileage on the vehicle
1669,1,2,4,Vehicle history report available
1669,1,3,9,Pre-approved loan for the vehicle
1669,1,4,6,Vehicle fuel efficiency
1669,1,5,14,Vehicle seating capacity
1669,2,1,8,Return window
1669,2,2,15,Vehicle age
1669,2,3,11,Test-driving the vehicle
1669,2,4,5,Where was the vehicle previously used?
1669,2,5,1,Certified Pre-Owned (CPO) vehicle
1669,3,1,10,Pre-purchase independent inspection
1669,3,2,17,Cargo space
1669,3,3,3,Number of previous owners
1669,3,4,7,Vehicle warranty
1669,3,5,13,Purchase price
1669,4,1,2,Brand/Make
1669,4,2,16,Interior/exterior condition
1669,4,3,3,Number of previous owners
1669,4,4,14,Vehicle seating capacity
1669,4,5,12,Mileage on the vehicle
1669,5,1,11,Test-driving the vehicle
1669,5,2,17,Cargo space
1669,5,3,10,Pre-purchase independent inspection
1669,5,4,6,Vehicle fuel efficiency
1669,5,5,2,Brand/Make
1669,6,1,4,Vehicle history report available
1669,6,2,9,Pre-approved loan for the vehicle
1669,6,3,13,Purchase price
1669,6,4,8,Return window
1669,6,5,5,Where was the vehicle previously used?
1670,1,1,9,Pre-approved loan for the vehicle
1670,1,2,8,Return window
1670,1,3,7,Vehicle warranty
1670,1,4,12,Mileage on the vehicle
1670,1,5,14,Vehicle seating capacity
1670,2,1,3,Number of previous owners
